#IDPARTIDA,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
16508.0,2020.0,N,,011,31900,,OTROS GASTOS FINANCIEROS,2000.0,2000.0,24.49,24.49,24.49,24.17,24.17,1975.51,98.7755,0.0,0.0,0.0,0.0,1975.51,0.0,0.0,0.32,0.0,0.0,0.0,1.2245,1.2245,98.6933442221
16509.0,2020.0,N,,011,35900,,OTROS GASTOS FINANCIEROS Y COMISIONES,3000.0,3000.0,2446.64,2446.64,2446.64,2446.64,2421.69,553.36,18.4453333333,0.0,0.0,0.0,0.0,553.36,0.0,0.0,0.0,24.95,0.7,0.0,81.5546666667,81.5546666667,98.980234117
19131.0,2020.0,N,,130,12000,,RETRIBUCIONES BASICAS POLICIA A1,15928.12,15928.12,7736.15,7736.15,7736.15,6532.59,6532.59,8191.97,51.430865664,0.0,0.0,0.0,0.0,8191.97,0.0,0.0,1203.56,0.0,0.0,0.0,48.569134336,48.569134336,84.4423905948
16510.0,2020.0,N,,130,12001,,RETRIBUCIONES BASICAS POLICIA-A2,1167.19,1167.19,4142.35,4142.35,4142.35,4142.35,4142.35,-2975.16,-254.89937371,0.0,0.0,0.0,0.0,-2975.16,0.0,0.0,0.0,0.0,0.0,0.0,354.89937371,354.89937371,100.0
19132.0,2020.0,N,,130,12002,,RETRIBUCIONES BASICAS POLICIA B,65687.08,65687.08,19718.19,19718.19,19718.19,17202.85,17202.85,45968.89,69.9816310909,0.0,0.0,0.0,0.0,45968.89,0.0,0.0,2515.34,0.0,0.0,0.0,30.0183689091,30.0183689091,87.2435553162
16511.0,2020.0,N,,130,12003,,RETRIBUCIONES BASICAS POLICIA-C1,434196.34,434196.34,319885.12,319885.12,319885.12,290843.31,290843.31,114311.22,26.3270805092,0.0,0.0,0.0,0.0,114311.22,0.0,0.0,29041.81,0.0,0.0,0.0,73.6729194908,73.6729194908,90.9211750769
16512.0,2020.0,N,,130,12100,,COMPLEMENTO DESTINO POLICIA,305484.7,305484.7,161094.65,161094.65,161094.65,141535.4,141535.4,144390.05,47.2658859838,0.0,0.0,0.0,0.0,144390.05,0.0,0.0,19559.25,0.0,0.0,0.0,52.7341140162,52.7341140162,87.8585353393
16513.0,2020.0,N,,130,12101,,COMPLEMENTO ESPECIFICO POLICIA,576635.49,576635.49,285619.11,285619.11,285619.11,250532.76,250532.76,291016.38,50.4679966889,0.0,0.0,0.0,0.0,291016.38,0.0,0.0,35086.35,0.0,0.0,0.0,49.5320033111,49.5320033111,87.7156854105
16514.0,2020.0,N,,130,15000,,PRODUCTIVIDAD FUNCIONARIOS POLICIA,52297.81,52297.81,46738.25,46738.25,46738.25,46738.25,46738.25,5559.56,10.630578986,0.0,0.0,0.0,0.0,5559.56,0.0,0.0,0.0,0.0,0.0,0.0,89.369421014,89.369421014,100.0
17031.0,2020.0,N,,130,15002,,SERVICIOS DE REFUERZO POLICIA LOCAL,31680.0,31680.0,19976.0,19976.0,19976.0,17776.0,17776.0,11704.0,36.9444444444,0.0,0.0,0.0,0.0,11704.0,0.0,0.0,2200.0,0.0,0.0,0.0,63.0555555556,63.0555555556,88.986784141
16515.0,2020.0,N,,130,15100,,GRATIFICACIONES POLICIA LOCAL,2000.0,2000.0,9411.14,9411.14,9411.14,9392.75,9392.75,-7411.14,-370.557,0.0,0.0,0.0,0.0,-7411.14,0.0,0.0,18.39,0.0,0.0,0.0,470.557,470.557,99.8045932799
16516.0,2020.0,N,,130,15101,,ASISTENCIAS A JUICIOS,2000.0,2000.0,6337.88,6337.88,6337.88,6077.26,6077.26,-4337.88,-216.894,0.0,0.0,0.0,0.0,-4337.88,0.0,0.0,260.62,0.0,0.0,0.0,316.894,316.894,95.8878994238
16517.0,2020.0,N,,130,16000,,SEGURIDAD SOCIAL FUNCIONARIOS POLICIA,508994.65,508994.65,368471.19,368471.19,368471.19,368471.19,368471.19,140523.46,27.6080426386,0.0,0.0,0.0,0.0,140523.46,0.0,0.0,0.0,0.0,0.0,0.0,72.3919573614,72.3919573614,100.0
