#IDPARTIDA,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
16508,2020,N,,011,31900,,OTROS GASTOS FINANCIEROS,2000,2000,351.05,351.05,351.05,28.32,28.32,1648.95,82.4475,0,0,0,0,1648.95,0,0,322.73,0,0,0,17.5525,17.5525,8.06722689076
16509,2020,N,,011,35900,,OTROS GASTOS FINANCIEROS Y COMISIONES,3000,3000,4479.76,4479.76,4479.76,4479.76,4479.06,-1479.76,-49.3253333333,0,0,0,0,-1479.76,0,0,0,0.7,0.13,0,149.325333333,149.325333333,99.9843741629
19131,2020,N,,130,12000,,RETRIBUCIONES BASICAS POLICIA A1,15928.12,15928.12,15472.3,15472.3,15472.3,15472.3,15472.3,455.82,2.86173132799,0,0,0,0,455.82,0,0,0,0,0,0,97.138268672,97.138268672,100
16510,2020,N,,130,12001,,RETRIBUCIONES BASICAS POLICIA-A2,1167.19,1167.19,4142.35,4142.35,4142.35,4142.35,4142.35,-2975.16,-254.89937371,0,0,0,0,-2975.16,0,0,0,0,0,0,354.89937371,354.89937371,100
19132,2020,N,,130,12002,,RETRIBUCIONES BASICAS POLICIA B,65687.08,65687.08,40655.14,40655.14,40655.14,40655.14,40655.14,25031.94,38.1078592624,0,0,0,0,25031.94,0,0,0,0,0,0,61.8921407376,61.8921407376,100
16511,2020,N,,130,12003,,RETRIBUCIONES BASICAS POLICIA-C1,434196.34,434196.34,506100.66,506100.66,506100.66,506100.66,506100.66,-71904.32,-16.5603238387,0,0,0,0,-71904.32,0,0,0,0,0,0,116.560323839,116.560323839,100
16512,2020,N,,130,12100,,COMPLEMENTO DESTINO POLICIA,305484.7,305484.7,251438.99,251438.99,251438.99,251438.99,251438.99,54045.71,17.6917894742,0,0,0,0,54045.71,0,0,0,0,0,0,82.3082105258,82.3082105258,100
16513,2020,N,,130,12101,,COMPLEMENTO ESPECIFICO POLICIA,576635.49,507963.75,430177.3,430177.3,430177.3,430177.3,430177.3,77786.45,15.3133860438,-68671.74,0,-68671.74,1.36424205266e-12,77786.45,0,0,-5.82076609135e-11,0,0,1.36424205266e-12,84.6866139562,84.6866139562,100.0
16514,2020,N,,130,15000,,PRODUCTIVIDAD FUNCIONARIOS POLICIA,52297.81,52297.81,46738.25,46738.25,46738.25,46738.25,46738.25,5559.56,10.630578986,0,0,0,0,5559.56,0,0,0,0,0,0,89.369421014,89.369421014,100
17031,2020,N,,130,15002,,SERVICIOS DE REFUERZO POLICIA LOCAL,31680,31680,65208,65208,65208,65208,65208,-33528,-105.833333333,0,0,0,0,-33528,0,0,0,0,0,0,205.833333333,205.833333333,100
16515,2020,N,,130,15100,,GRATIFICACIONES POLICIA LOCAL,2000,2000,16462.49,16462.49,16462.49,16462.49,16462.49,-14462.49,-723.1245,0,0,0,0,-14462.49,0,0,3.63797880709e-12,0,0,0,823.1245,823.1245,100.0
16516,2020,N,,130,15101,,ASISTENCIAS A JUICIOS,2000,2000,9868.8,9868.8,9868.8,9868.8,9868.8,-7868.8,-393.44,0,0,0,0,-7868.8,0,0,-1.81898940355e-12,0,0,0,493.44,493.44,100.0
16517,2020,N,,130,16000,,SEGURIDAD SOCIAL FUNCIONARIOS POLICIA,508994.65,508994.65,536515.68,536515.68,536515.68,536515.68,536515.68,-27521.03,-5.40693895309,0,0,0,0,-27521.03,0,0,0,0,0,0,105.406938953,105.406938953,100
16518,2020,N,,130,20300,,MTO.  EQUIPOS TRANSMISIONES P.LOCAL,1900,1900,0,0,0,0,0,1900,100,0,0,0,0,1900,0,0,0,0,0,0,0,0,0
16519,2020,N,,130,21200,,MANT.  EDIFICIO Y CONSTRUCC. POLICIA,0,0,6182.79,6182.79,6182.79,5974.22,5974.22,-6182.79,0,0,0,0,0,-6182.79,0,-9.09494701773e-13,208.57,0,0,0,0,0,96.6266038471
16520,2020,N,,130,21300,,MANTENIMIENTO CENTRALITA POLICIA,4500,4500,0,0,0,0,0,4500,100,0,0,0,0,4500,0,0,0,0,0,0,0,0,0
16521,2020,N,,130,21400,,MTO. VEHICULOS POLICIA,12500,16200,17153.17,17153.17,17153.17,15220.03,15220.03,-953.17,-5.8837654321,3700,0,3700,0,-953.17,0,3.63797880709e-12,1933.14,0,0,0,105.883765432,105.883765432,88.7301297661
16522,2020,N,,130,22000,,MATERIAL OFICINA POLICIA,500,500,1069.51,1069.51,1069.51,1025.22,1025.22,-569.51,-113.902,0,0,0,0,-569.51,0,0,44.29,0,0,0,213.902,213.902,95.8588512496
16523,2020,N,,130,22100,,ENERGIA ELECTRICA EDIFICIOS POLICIA Y PROT.CIVIL,11000,11000,10923.29,10923.29,10923.29,10036.12,10036.12,76.71,0.697363636364,0,0,0,0,76.71,0,0,887.17,0,0,0,99.3026363636,99.3026363636,91.8781795595
16524,2020,N,,130,22103,,COMBUSTIBLE VEHICULOS POLICIA LOCAL,14510.56,14510.56,12854.57,12854.57,12854.57,12854.57,12854.57,1655.99,11.4123093802,0,0,0,0,1655.99,1.81898940355e-12,0,0,0,0,0,88.5876906198,88.5876906198,100
16525,2020,N,,130,22104,,VESTUARIO POLICIA,9000,9000,11210.58,11210.58,10217.17,9298.78,9298.78,-2210.58,-24.562,0,0,0,0,-1217.17,0,993.41,918.39,0,0,0,124.562,113.524111111,91.0113074364
19382,2020,N,,130,22106,,GASTO SANITARIO DE PROTECC. CONTRA COVID-19,0,0,4616.4,4616.4,4616.4,4326,4326,-4616.4,0,0,0,0,0,-4616.4,0,0,290.4,0,0,0,0,0,93.7093839355
16526,2020,N,,130,22111,,MATERIAL TECNICO Y OTROS POLICIA LOCAL,12500,12500,14223.4,14223.4,14223.4,12214.8,12214.8,-1723.4,-13.7872,0,0,0,0,-1723.4,0,0,2008.6,0,0,0,113.7872,113.7872,85.8782007115
16527,2020,N,,130,22601,,ATENCIONES PROTOCOLARIAS POLICIA LOCAL,500,530,438.98,438.98,438.98,387.97,387.97,91.02,17.1735849057,30,30,0,0,91.02,0,0,51.01,0,0,67.57,82.8264150943,82.8264150943,88.3798806324
