#IDPARTIDA,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
15344.0,2019.0,N,,011,31900,,OTROS GASTOS FINANCIEROS,2000.0,2000.0,7.05,7.05,7.05,0.0,0.0,1992.95,99.6475,0.0,0.0,0.0,0.0,1992.95,0.0,0.0,7.05,0.0,0.0,0.0,0.3525,0.3525,0.0
15345.0,2019.0,N,,011,35900,,OTROS GASTOS FINANCIEROS Y COMISIONES,3000.0,3000.0,4992.32,4992.32,4992.32,4992.32,4148.87,-1992.32,-66.4106666667,0.0,0.0,0.0,0.0,-1992.32,0.0,0.0,0.0,843.45,854.83,0.0,166.410666667,166.410666667,83.1050493558
15346.0,2019.0,N,,130,12001,,RETRIBUCIONES BASICAS POLICIA-A2,14839.57,14839.57,19122.12,19122.12,19122.12,19122.12,19122.12,-4282.55,-28.8589898494,0.0,0.0,0.0,0.0,-4282.55,0.0,0.0,0.0,0.0,0.0,0.0,128.858989849,128.858989849,100.0
15347.0,2019.0,N,,130,12003,,RETRIBUCIONES BASICAS POLICIA-C1,483863.07,483863.07,528697.1,528697.1,528697.1,528697.1,528697.1,-44834.03,-9.26585077055,0.0,0.0,0.0,0.0,-44834.03,0.0,0.0,0.0,0.0,0.0,0.0,109.265850771,109.265850771,100.0
15348.0,2019.0,N,,130,12100,,COMPLEMENTO DESTINO POLICIA,293877.16,273877.16,224378.51,224378.51,224378.51,224378.51,224378.51,49498.65,18.0733033744,-20000.0,0.0,-20000.0,0.0,49498.65,0.0,0.0,0.0,0.0,0.0,0.0,81.9266966256,81.9266966256,100.0
15349.0,2019.0,N,,130,12101,,COMPLEMENTO ESPECIFICO POLICIA,554000.62,510366.0,421252.58,421252.58,421252.58,421252.58,421252.58,89113.42,17.4606889957,-43634.62,0.0,-43634.62,4.54747350886e-13,89113.42,0.0,0.0,0.0,0.0,0.0,4.54747350886e-13,82.5393110043,82.5393110043,100.0
15350.0,2019.0,N,,130,15000,,PRODUCTIVIDAD FUNCIONARIOS POLICIA,50371.78,50371.78,46399.37,46399.37,46399.37,46399.37,46399.37,3972.41,7.88618150877,0.0,0.0,0.0,0.0,3972.41,0.0,0.0,0.0,0.0,0.0,0.0,92.1138184912,92.1138184912,100.0
15867.0,2019.0,N,,130,15002,,SERVICIOS DE REFUERZO POLICIA LOCAL,31680.0,31680.0,61644.0,61644.0,61644.0,61644.0,61644.0,-29964.0,-94.5833333333,0.0,0.0,0.0,0.0,-29964.0,0.0,0.0,0.0,0.0,0.0,0.0,194.583333333,194.583333333,100.0
15351.0,2019.0,N,,130,15100,,GRATIFICACIONES POLICIA LOCAL,2000.0,2000.0,39482.99,39482.99,39482.99,39482.99,39482.99,-37482.99,-1874.1495,0.0,0.0,0.0,0.0,-37482.99,0.0,0.0,0.0,0.0,0.0,0.0,1974.1495,1974.1495,100.0
15352.0,2019.0,N,,130,15101,,ASISTENCIAS A JUICIOS,2000.0,2000.0,9771.69,9771.69,9771.69,9771.69,9771.69,-7771.69,-388.5845,0.0,0.0,0.0,0.0,-7771.69,0.0,0.0,0.0,0.0,0.0,0.0,488.5845,488.5845,100.0
15353.0,2019.0,N,,130,16000,,SEGURIDAD SOCIAL FUNCIONARIOS POLICIA,488731.47,488731.47,481004.08,481004.08,481004.08,481004.08,481004.08,7727.39,1.58111160716,0.0,0.0,0.0,0.0,7727.39,0.0,0.0,0.0,0.0,0.0,0.0,98.4188883928,98.4188883928,100.0
15354.0,2019.0,N,,130,20300,,MTO.  EQUIPOS TRANSMISIONES P.LOCAL,1900.0,1900.0,183.68,183.68,183.68,183.68,183.68,1716.32,90.3326315789,0.0,0.0,0.0,0.0,1716.32,0.0,0.0,0.0,0.0,0.0,0.0,9.66736842105,9.66736842105,100.0
15355.0,2019.0,N,,130,21200,,MANT.  EDIFICIO Y CONSTRUCC. POLICIA,0.0,0.0,2015.76,2015.76,2015.76,1802.88,1802.88,-2015.76,0.0,0.0,0.0,0.0,0.0,-2015.76,0.0,0.0,212.88,0.0,0.0,8.91,0.0,0.0,89.4392189546
15356.0,2019.0,N,,130,21300,,MANTENIMIENTO CENTRALITA POLICIA,4500.0,2700.0,531.14,531.14,531.14,531.14,531.14,2168.86,80.3281481481,-1800.0,0.0,-1800.0,0.0,2168.86,0.0,0.0,0.0,0.0,0.0,0.0,19.6718518519,19.6718518519,100.0
15357.0,2019.0,N,,130,21400,,MTO. VEHICULOS POLICIA,10000.0,10000.0,13476.91,13476.91,12091.53,9864.77,9864.77,-3476.91,-34.7691,0.0,0.0,0.0,0.0,-2091.53,0.0,1385.38,2226.76,0.0,0.0,0.0,134.7691,120.9153,81.584133687
15358.0,2019.0,N,,130,22000,,MATERIAL OFICINA POLICIA,500.0,500.0,958.25,958.25,958.25,735.88,735.88,-458.25,-91.65,0.0,0.0,0.0,0.0,-458.25,0.0,1.13686837722e-13,222.37,0.0,0.0,0.0,191.65,191.65,76.7941560136
