#IDPARTIDA,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
13995.0,2019.0,N,,011,31900,,OTROS GASTOS FINANCIEROS,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14741.0,2019.0,N,,011,35900,,OTROS GASTOS FINANCIEROS Y COMISIONES,3000.0,3000.0,3036.4,3036.4,3036.4,3036.4,2999.92,-36.4,-1.21333333333,0.0,0.0,0.0,0.0,-36.4,0.0,0.0,0.0,36.48,785.16,0.0,101.213333333,101.213333333,98.7985772625
14024.0,2019.0,N,,130,12001,,RETRIBUCIONES BASICAS POLICIA-A2,14839.57,14839.57,12175.18,12175.18,12175.18,12175.18,12175.18,2664.39,17.9546307609,0.0,0.0,0.0,0.0,2664.39,0.0,0.0,0.0,0.0,0.0,0.0,82.0453692391,82.0453692391,100.0
14025.0,2019.0,N,,130,12003,,RETRIBUCIONES BASICAS POLICIA-C1,483863.07,483863.07,327198.06,327198.06,327198.06,327198.06,327198.06,156665.01,32.3779638731,0.0,0.0,0.0,0.0,156665.01,0.0,0.0,0.0,0.0,0.0,0.0,67.6220361269,67.6220361269,100.0
14027.0,2019.0,N,,130,12100,,COMPLEMENTO DESTINO POLICIA,293877.16,293877.16,148876.89,148876.89,148876.89,148876.89,148876.89,145000.27,49.340435303,0.0,0.0,0.0,0.0,145000.27,0.0,0.0,0.0,0.0,0.0,0.0,50.659564697,50.659564697,100.0
14028.0,2019.0,N,,130,12101,,COMPLEMENTO ESPECIFICO POLICIA,554000.62,524000.62,280133.99,280133.99,280133.99,280133.99,280133.99,243866.63,46.5393781404,-30000.0,0.0,-30000.0,0.0,243866.63,0.0,0.0,0.0,0.0,0.0,0.0,53.4606218596,53.4606218596,100.0
14029.0,2019.0,N,,130,15000,,PRODUCTIVIDAD FUNCIONARIOS POLICIA,50371.78,50371.78,46399.37,46399.37,46399.37,46399.37,46399.37,3972.41,7.88618150877,0.0,0.0,0.0,0.0,3972.41,0.0,0.0,0.0,0.0,0.0,0.0,92.1138184912,92.1138184912,100.0
14529.0,2019.0,N,,130,15002,,SERVICIOS DE REFUERZO POLICIA LOCAL,31680.0,31680.0,21120.0,21120.0,21120.0,21120.0,21120.0,10560.0,33.3333333333,0.0,0.0,0.0,0.0,10560.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6666666667,66.6666666667,100.0
14191.0,2019.0,N,,130,15100,,GRATIFICACIONES POLICIA LOCAL,2000.0,2000.0,22058.54,22058.54,22058.54,22058.54,22058.54,-20058.54,-1002.927,0.0,0.0,0.0,0.0,-20058.54,0.0,0.0,0.0,0.0,0.0,0.0,1102.927,1102.927,100.0
14192.0,2019.0,N,,130,15101,,ASISTENCIAS A JUICIOS,2000.0,2000.0,7134.44,7134.44,7134.44,7134.44,7134.44,-5134.44,-256.722,0.0,0.0,0.0,0.0,-5134.44,0.0,0.0,0.0,0.0,0.0,0.0,356.722,356.722,100.0
