#AÑO,CODECOCONC,NOMCONCEPTO,Inicial,Modifica,Actual,DRNeto
2017.0,11200,I.B.I RUSTICA,1019000.0,0.0,1019000.0,1087585.3
2017.0,11209,IBI RUSTICA FRACCIONAMIENTOS,0.0,0.0,0.0,9626.96
2017.0,11300,IBI URBANO,6067000.0,0.0,6067000.0,7762907.26
2017.0,11309,IBI URBANA FRACCIONAMIENTOS,0.0,0.0,0.0,241731.4
2017.0,11400,I.B.I. DE CARACTERISTICAS ESPECIALES,29000.0,0.0,29000.0,27846.52
2017.0,11500,IMPUESTO SOBRE VEHICULOS TRACCION MECANICA,952000.0,0.0,952000.0,973156.77
2017.0,11509,IVTM FRACCIONAMIENTOS,0.0,0.0,0.0,11121.1
2017.0,11600,IMPUESTO INCREMENTO VALOR TERRENOS NATURALEZA URBA,945000.0,0.0,945000.0,-1876197.62
2017.0,11609,IIVTNU FRACCIONAMIENTOS,0.0,0.0,0.0,17708.86
2017.0,13000,IMPUESTO SOBRE ACTIVIDADES ECONOMICAS,498000.0,0.0,498000.0,495270.28
2017.0,13009,IAE FRACCIONAMIENTOS,0.0,0.0,0.0,0.0
2017.0,29000,I.C.I.O,690000.0,0.0,690000.0,730385.31
2017.0,29009,ICIO FRACCIONAMIENTOS,0.0,0.0,0.0,38282.23
2017.0,30000,ABASTECIMIENTO AGUA,2800000.0,805057.5,3605057.5,3605057.5
2017.0,30200,RECOGIDA BASURAS,800000.0,0.0,800000.0,785908.27
2017.0,30209,RESIDUOS FRACCIONAMIENTOS,0.0,0.0,0.0,11667.93
2017.0,32100,LIC. UBANISTICAS,88000.0,0.0,88000.0,94094.8
2017.0,32109,TASA LIC.OBRAS FRACCIONAMIENTOS,0.0,0.0,0.0,80.0
2017.0,32300,OTROS SERVICIOS URB. LICENCIAS DE ACTIVIDAD,18000.0,0.0,18000.0,13290.35
2017.0,32309,LIC.APERTURA FRACCIONAMIENTOS,0.0,0.0,0.0,153.75
2017.0,32500,TASA EXPEDICION DOCUMENTOS,36000.0,0.0,36000.0,35234.86
2017.0,32509,EXPED.DOC. FVA,0.0,0.0,0.0,912.0
2017.0,32600,TASA RETIRADA VEHICULOS,18000.0,0.0,18000.0,13505.84
2017.0,32609,DEPOSITO Y RETIRADA VEHICULOS FRACCIONAMIENTOS,0.0,0.0,0.0,30.6
2017.0,33100,VADO VEHICULOS,72000.0,0.0,72000.0,72609.84
2017.0,33200,"OCUP.VIA MERCADO,",74000.0,0.0,74000.0,67208.08
2017.0,33201,TASA QUIOSCOS Y PUESTOS,1000.0,0.0,1000.0,14548.01
2017.0,33203,PLAZA ABASTOS,18000.0,0.0,18000.0,17108.4
2017.0,33209,OCUP.SUELO VUELO FRACCIONAMIENTOS,0.0,0.0,0.0,3553.77
2017.0,33210,QUIOSCOS Y PUESTOS FVA,0.0,0.0,0.0,1637.7
2017.0,33301,EMPRESA DISTRIBUIDORA SERVICIOS(IBERDR. Y GAS),547000.0,0.0,547000.0,517454.28
2017.0,33400,TASA APERTURA ZANJAS Y ESCOMBROS,6000.0,0.0,6000.0,3511.01
2017.0,33500,MESAS Y SILLAS,22000.0,0.0,22000.0,9926.66
2017.0,33509,MESAS SILLAS FVA,0.0,0.0,0.0,1072.95
2017.0,33600,PUESTOS DE LA FERIA Y OTROS,12000.0,0.0,12000.0,1324.64
2017.0,33601,FERIA Y CHIRINGUITOS,17000.0,0.0,17000.0,15040.0
2017.0,33800,COMPENSACION TELEFONICA ESPAÑA S.A.,58000.0,0.0,58000.0,22517.27
2017.0,33900,TASA PLACA VADOS,1000.0,0.0,1000.0,592.0
2017.0,34000,AYUDA A DOMICILIO (SAD),5000.0,0.0,5000.0,3707.41
2017.0,34001,AYUDA A DOMICILIO PERSONAS DEPENDIENTES (SAAD),0.0,5835.45,5835.45,18684.59
2017.0,34100,CENTRO DE ESTANCIAS DIURNAS,48000.0,0.0,48000.0,39912.66
2017.0,34101,TELEASISTENCIA,17000.0,0.0,17000.0,14706.37
2017.0,34109,C.E DIURNAS FVA,0.0,0.0,0.0,140.77
2017.0,34200,P.P. ESCUELA INFANTIL,197000.0,0.0,197000.0,204539.75
2017.0,34201,CUOTAS ESCUELA DE MUSICA,39000.0,0.0,39000.0,41865.0
2017.0,34202,CUOTAS EDUCAVERANO,20000.0,0.0,20000.0,23437.5
2017.0,34203,"PROGRAMA ""UN RATITO MAS""",4200.0,30175.0,34375.0,31665.0
2017.0,34204,CURSOS MANIPULADOR ALIMENTOS,500.0,0.0,500.0,0.0
2017.0,34205,PROXIMIDAD,1.0,0.0,1.0,0.0
2017.0,34209,E.INFANTIL FVA,0.0,0.0,0.0,2525.88
2017.0,34211,E.MUSICA FVA,0.0,0.0,0.0,30.0
2017.0,34213,UN RATITO MAS FVA,0.0,0.0,0.0,108.0
2017.0,34300,ACTIVIDAD FISICA ,222000.0,0.0,222000.0,237295.37
2017.0,34301,OTRAS INSTALACIONES,1000.0,0.0,1000.0,0.0
2017.0,34302,INSTALACIONES DEPORTIVAS,85000.0,0.0,85000.0,50162.93
2017.0,34303,P.P. PARKING MUNICIPAL,57000.0,0.0,57000.0,62459.54
2017.0,34304,HUERTOS ECOLOGICOS,6000.0,0.0,6000.0,5486.56
2017.0,34305,HUERTOS ECOLOGICOS FVA,0.0,0.0,0.0,64.61
2017.0,34400,"TAQUILLA MUSICA, CINE",1.0,0.0,1.0,1340.0
2017.0,34401,TAQUILLA TEATRO,14000.0,0.0,14000.0,17390.5
2017.0,34402,TALLERES CULTURA,19000.0,0.0,19000.0,11839.0
2017.0,34403,TALLERES JUVENTUD,0.0,0.0,0.0,717.0
2017.0,34404,VISITAS GUIADAS,1.0,0.0,1.0,1121.0
2017.0,34701,ENLACES MATRIMONIALES,1000.0,0.0,1000.0,1235.0
2017.0,35000,COMP.ZONA 17-01,0.0,0.0,0.0,21932.9
2017.0,35009,COMP.ZONA 17-01 FRACCIONAMIENTOS,0.0,0.0,0.0,0.0
2017.0,38900,REINTEGROS DE EJERCICIOS CERRADOS,0.0,0.0,0.0,6959.79
2017.0,39100,MULTAS INFRACCIONES URBANISTICAS,144000.0,0.0,144000.0,101610.23
2017.0,39109,INFRACCION URB FVA,0.0,0.0,0.0,36512.09
2017.0,39120,MULTAS CIRCULACION,87000.0,0.0,87000.0,119893.81
2017.0,39121,SANCIONES RADAR,1000.0,1950.0,2950.0,0.0
2017.0,39129,MULTAS FVA,0.0,0.0,0.0,5456.15
2017.0,39190,OTRAS MULTAS Y SANCIONES,40000.0,0.0,40000.0,66238.8
2017.0,39199,OTRAS MULTAS FVA,0.0,0.0,0.0,3167.12
2017.0,39210,RECARGO EJECUTIVO Y COSTAS,260000.0,0.0,260000.0,146760.23
2017.0,39300,INTERESES DE DEMORA,195000.0,0.0,195000.0,245781.78
2017.0,39309,INTERESES DE DEMORA FVA,0.0,0.0,0.0,226.74
2017.0,39600,ACTUACIONES URBANISTICAS (NO),1000.0,0.0,1000.0,0.0
2017.0,39610,CUOTAS URBANIZ.. U.A. Bº. LOS DOLORES-BORDE PRAICO,0.0,348245.88,348245.88,239656.39
2017.0,39709,APROVECHAMIENTOS URBANISTICOS FVA,0.0,0.0,0.0,0.0
2017.0,39900,RECURSOS EVENTUALES,1000.0,0.0,1000.0,8612.13
2017.0,39901,RECURSOS EVENTUALES FVA,0.0,0.0,0.0,467.25
2017.0,39902,EJECUCION DE FIANZAS,0.0,0.0,0.0,215.57
2017.0,39904,EJECUCIONES SUBSIDIARIAS,1.0,58480.65,58481.65,26038.67
2017.0,39907,EJECUCIONES SUBSIDIARIAS (B.M.N.),0.0,249051.61,249051.61,249051.61
